waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,Score,Sentiment
4 tahun lalu,"Tempat favorit untuk jalan pagi dan olahraga, fasilitas arena bermain anak, alat olah raga, suasana adem dan rindang",Tempat favorit untuk jalan pagi dan olahraga fasilitas arena bermain anak alat olah raga suasana adem dan rindang,tempat favorit untuk jalan pagi dan olahraga fasilitas arena bermain anak alat olah raga suasana adem dan rindang,tempat favorit untuk jalan pagi dan olahraga fasilitas arena bermain anak alat olah raga suasana adem dan rindang,"['tempat', 'favorit', 'untuk', 'jalan', 'pagi', 'dan', 'olahraga', 'fasilitas', 'arena', 'bermain', 'anak', 'alat', 'olah', 'raga', 'suasana', 'adem', 'dan', 'rindang']","['favorit', 'jalan', 'pagi', 'olahraga', 'fasilitas', 'arena', 'bermain', 'anak', 'alat', 'olah', 'raga', 'suasana', 'adem', 'rindang']",favorit jalan pagi olahraga fasilitas arena main anak alat olah raga suasana adem rindang,11,Positif
7 tahun lalu,"Tempatnya asyik buat sekedar istirahat mampir bentar usai perjalanan. Minggu yg lalu ga sengaja datang kemari pas ada NDX. Tambah ramai dah alun-alun di kota ini. Tempat luas, bersih, dan nyaman untuk wisata maupun sekedar olahraga.",Tempatnya asyik buat sekedar istirahat mampir bentar usai perjalanan Minggu yg lalu ga sengaja datang kemari pas ada NDX Tambah ramai dah alunalun di kota ini Tempat luas bersih dan nyaman untuk wisata maupun sekedar olahraga,tempatnya asyik buat sekedar istirahat mampir bentar usai perjalanan minggu yg lalu ga sengaja datang kemari pas ada ndx tambah ramai dah alunalun di kota ini tempat luas bersih dan nyaman untuk wisata maupun sekedar olahraga,tempatnya asyik buat sekedar istirahat mampir bentar usai perjalanan minggu yang lalu tidak sengaja datang kemari pas ada ndx tambah ramai sudah alunalun di kota ini tempat luas bersih dan nyaman untuk wisata maupun sekedar olahraga,"['tempatnya', 'asyik', 'buat', 'sekedar', 'istirahat', 'mampir', 'bentar', 'usai', 'perjalanan', 'minggu', 'yang', 'lalu', 'tidak', 'sengaja', 'datang', 'kemari', 'pas', 'ada', 'ndx', 'tambah', 'ramai', 'sudah', 'alunalun', 'di', 'kota', 'ini', 'tempat', 'luas', 'bersih', 'dan', 'nyaman', 'untuk', 'wisata', 'maupun', 'sekedar', 'olahraga']","['tempatnya', 'asyik', 'sekedar', 'istirahat', 'mampir', 'bentar', 'perjalanan', 'minggu', 'sengaja', 'kemari', 'pas', 'ndx', 'ramai', 'alunalun', 'kota', 'luas', 'bersih', 'nyaman', 'wisata', 'sekedar', 'olahraga']",tempat asyik dar istirahat mampir bentar jalan minggu sengaja kemari pas ndx ramai alunalun kota luas bersih nyaman wisata dar olahraga,10,Positif
5 tahun lalu,Cocok buat berbagai macam olahraga terutama jogging. Perlengkapan publik lengkap. Wes pokoke tempat olahraga dan rekreasi paling murah sak wonosobo.,Cocok buat berbagai macam olahraga terutama jogging Perlengkapan publik lengkap Wes pokoke tempat olahraga dan rekreasi paling murah sak wonosobo,cocok buat berbagai macam olahraga terutama jogging perlengkapan publik lengkap wes pokoke tempat olahraga dan rekreasi paling murah sak wonosobo,cocok buat berbagai macam olahraga terutama jogging perlengkapan publik lengkap wes pokoke tempat olahraga dan rekreasi paling murah sak wonosobo,"['cocok', 'buat', 'berbagai', 'macam', 'olahraga', 'terutama', 'jogging', 'perlengkapan', 'publik', 'lengkap', 'wes', 'pokoke', 'tempat', 'olahraga', 'dan', 'rekreasi', 'paling', 'murah', 'sak', 'wonosobo']","['cocok', 'olahraga', 'jogging', 'perlengkapan', 'publik', 'lengkap', 'wes', 'pokoke', 'olahraga', 'rekreasi', 'murah', 'sak', 'wonosobo']",cocok olahraga jogging lengkap publik lengkap wes pokoke olahraga rekreasi murah sak wonosobo,11,Positif
Diedit setahun lalu,"asik juga ya di alun2 wonosobo, ada pujasera dg layar lcd, aneka jajanan kaki lima dan hawa yg dingin. kesini ut nonton acara puncak festival balon udara",asik juga ya di alun wonosobo ada pujasera dg layar lcd aneka jajanan kaki lima dan hawa yg dingin kesini ut nonton acara puncak festival balon udara,asik juga ya di alun wonosobo ada pujasera dg layar lcd aneka jajanan kaki lima dan hawa yg dingin kesini ut nonton acara puncak festival balon udara,asik juga ya di alun wonosobo ada pujasera dengan layar lcd aneka jajanan kaki lima dan hawa yang dingin kesini ut menonton acara puncak festival balon udara,"['asik', 'juga', 'ya', 'di', 'alun', 'wonosobo', 'ada', 'pujasera', 'dengan', 'layar', 'lcd', 'aneka', 'jajanan', 'kaki', 'lima', 'dan', 'hawa', 'yang', 'dingin', 'kesini', 'ut', 'menonton', 'acara', 'puncak', 'festival', 'balon', 'udara']","['asik', 'ya', 'alun', 'wonosobo', 'pujasera', 'layar', 'lcd', 'aneka', 'jajanan', 'kaki', 'hawa', 'dingin', 'kesini', 'ut', 'menonton', 'acara', 'puncak', 'festival', 'balon', 'udara']",asik ya alun wonosobo pujasera layar lcd aneka jajan kaki hawa dingin kesini ut tonton acara puncak festival balon udara,-4,Negatif
2 tahun lalu,"Menarik, bersih, sejuk, warga ramah, dan banyak jajanan kaki lima yg tida kalah enak dan menarik",Menarik bersih sejuk warga ramah dan banyak jajanan kaki lima yg tida kalah enak dan menarik,menarik bersih sejuk warga ramah dan banyak jajanan kaki lima yg tida kalah enak dan menarik,menarik bersih sejuk warga ramah dan banyak jajanan kaki lima yang tida kalah enak dan menarik,"['menarik', 'bersih', 'sejuk', 'warga', 'ramah', 'dan', 'banyak', 'jajanan', 'kaki', 'lima', 'yang', 'tida', 'kalah', 'enak', 'dan', 'menarik']","['menarik', 'bersih', 'sejuk', 'warga', 'ramah', 'jajanan', 'kaki', 'tida', 'kalah', 'enak', 'menarik']",tarik bersih sejuk warga ramah jajan kaki tida kalah enak tarik,13,Positif
2 tahun lalu,"Festival mudik wonosobo 2023, luar biasa keren.. indah.. semoga tahun depan masih bisa menikmatinya 🥰 …",Festival mudik wonosobo  luar biasa keren indah semoga tahun depan masih bisa menikmatinya  ,festival mudik wonosobo  luar biasa keren indah semoga tahun depan masih bisa menikmatinya  ,festival mudik wonosobo luar biasa keren indah semoga tahun depan masih bisa menikmatinya,"['festival', 'mudik', 'wonosobo', 'luar', 'biasa', 'keren', 'indah', 'semoga', 'tahun', 'depan', 'masih', 'bisa', 'menikmatinya']","['festival', 'mudik', 'wonosobo', 'keren', 'indah', 'semoga', 'menikmatinya']",festival mudik wonosobo keren indah moga nikmat,7,Positif
setahun lalu,tempatnya enak buat ngajak jalan jalan keluarga,tempatnya enak buat ngajak jalan jalan keluarga,tempatnya enak buat ngajak jalan jalan keluarga,tempatnya enak buat mengajak jalan jalan keluarga,"['tempatnya', 'enak', 'buat', 'mengajak', 'jalan', 'jalan', 'keluarga']","['tempatnya', 'enak', 'mengajak', 'jalan', 'jalan', 'keluarga']",tempat enak ajak jalan jalan keluarga,7,Positif
2 tahun lalu,Cocok untuk jalan-jalan baik itu pagi/siang/sore/malam. Saat malam minggu cenderung lebih ramai dan penjual jajanan cukup bervariasi dengan harga terjangkau. Parkir kendaraan cukup mudah dan tersedia hampir disemua sisi alun-alun,Cocok untuk jalanjalan baik itu pagisiangsoremalam Saat malam minggu cenderung lebih ramai dan penjual jajanan cukup bervariasi dengan harga terjangkau Parkir kendaraan cukup mudah dan tersedia hampir disemua sisi alunalun,cocok untuk jalanjalan baik itu pagisiangsoremalam saat malam minggu cenderung lebih ramai dan penjual jajanan cukup bervariasi dengan harga terjangkau parkir kendaraan cukup mudah dan tersedia hampir disemua sisi alunalun,cocok untuk berjalan baik itu pagisiangsoremalam saat malam minggu cenderung lebih ramai dan penjual jajanan cukup bervariasi dengan harga terjangkau parkir kendaraan cukup mudah dan tersedia hampir disemua sisi alunalun,"['cocok', 'untuk', 'berjalan', 'baik', 'itu', 'pagisiangsoremalam', 'saat', 'malam', 'minggu', 'cenderung', 'lebih', 'ramai', 'dan', 'penjual', 'jajanan', 'cukup', 'bervariasi', 'dengan', 'harga', 'terjangkau', 'parkir', 'kendaraan', 'cukup', 'mudah', 'dan', 'tersedia', 'hampir', 'disemua', 'sisi', 'alunalun']","['cocok', 'berjalan', 'pagisiangsoremalam', 'malam', 'minggu', 'cenderung', 'ramai', 'penjual', 'jajanan', 'bervariasi', 'harga', 'terjangkau', 'parkir', 'kendaraan', 'mudah', 'tersedia', 'disemua', 'sisi', 'alunalun']",cocok jalan pagisiangsoremalam malam minggu cenderung ramai jual jajan variasi harga jangkau parkir kendara mudah sedia semua sisi alunalun,12,Positif
2 tahun lalu,Hijau bangeeet.. Banyak pohon besar yg dah jarang kkita temui di perkotaan...,Hijau bangeeet Banyak pohon besar yg dah jarang kkita temui di perkotaan,hijau bangeeet banyak pohon besar yg dah jarang kkita temui di perkotaan,hijau banget banyak pohon besar yang sudah jarang kkita temui di perkotaan,"['hijau', 'banget', 'banyak', 'pohon', 'besar', 'yang', 'sudah', 'jarang', 'kkita', 'temui', 'di', 'perkotaan']","['hijau', 'banget', 'pohon', 'jarang', 'kkita', 'temui', 'perkotaan']",hijau banget pohon jarang kkita temu kota,0,Netral
5 bulan lalu,"Kampung halaman istri, tempat yg nyaman dan sejuk.cocok untuk wisata kuliner.juga dekat dng pusat pasar dan Mesjid ...",Kampung halaman istri tempat yg nyaman dan sejukcocok untuk wisata kulinerjuga dekat dng pusat pasar dan Mesjid ,kampung halaman istri tempat yg nyaman dan sejukcocok untuk wisata kulinerjuga dekat dng pusat pasar dan mesjid ,kampung halaman istri tempat yang nyaman dan sejukcocok untuk wisata kulinerjuga dekat dengan pusat pasar dan masjid,"['kampung', 'halaman', 'istri', 'tempat', 'yang', 'nyaman', 'dan', 'sejukcocok', 'untuk', 'wisata', 'kulinerjuga', 'dekat', 'dengan', 'pusat', 'pasar', 'dan', 'masjid']","['kampung', 'halaman', 'istri', 'nyaman', 'sejukcocok', 'wisata', 'kulinerjuga', 'pusat', 'pasar', 'masjid']",kampung halaman istri nyaman sejukcocok wisata kulinerjuga pusat pasar masjid,10,Positif
3 tahun lalu,"Tempat wisata yang ramah dikunjungi bersama keluarga di hari Minggu, banyak penjual jadi gak perlu takut merasa laper atau haus. Kalau baru gabut bisa leyeh-leyeh. Ada lapangan bisa buat olahraga dan juga ada tempat bermain untuk si kecil.",Tempat wisata yang ramah dikunjungi bersama keluarga di hari Minggu banyak penjual jadi gak perlu takut merasa laper atau haus Kalau baru gabut bisa leyehleyeh Ada lapangan bisa buat olahraga dan juga ada tempat bermain untuk si kecil,tempat wisata yang ramah dikunjungi bersama keluarga di hari minggu banyak penjual jadi gak perlu takut merasa laper atau haus kalau baru gabut bisa leyehleyeh ada lapangan bisa buat olahraga dan juga ada tempat bermain untuk si kecil,tempat wisata yang ramah dikunjungi bersama keluarga di hari minggu banyak penjual jadi tidak perlu takut merasa laper atau haus kalau baru gabut bisa leyehleyeh ada lapangan bisa buat olahraga dan juga ada tempat bermain untuk sih kecil,"['tempat', 'wisata', 'yang', 'ramah', 'dikunjungi', 'bersama', 'keluarga', 'di', 'hari', 'minggu', 'banyak', 'penjual', 'jadi', 'tidak', 'perlu', 'takut', 'merasa', 'laper', 'atau', 'haus', 'kalau', 'baru', 'gabut', 'bisa', 'leyehleyeh', 'ada', 'lapangan', 'bisa', 'buat', 'olahraga', 'dan', 'juga', 'ada', 'tempat', 'bermain', 'untuk', 'sih', 'kecil']","['wisata', 'ramah', 'dikunjungi', 'keluarga', 'minggu', 'penjual', 'takut', 'laper', 'haus', 'gabut', 'leyehleyeh', 'lapangan', 'olahraga', 'bermain', 'sih']",wisata ramah kunjung keluarga minggu jual takut laper haus gabut leyehleyeh lapang olahraga main sih,12,Positif
setahun lalu,"suasana sejuk, parkiran aman, bersih.
pagi-pagi bisa makan nasi megono di seberang alun-alun","suasana sejuk parkiran aman bersih
pagipagi bisa makan nasi megono di seberang alunalun","suasana sejuk parkiran aman bersih
pagipagi bisa makan nasi megono di seberang alunalun",suasana sejuk parkiran aman bersih pagipagi bisa makan nasi megono di seberang alunalun,"['suasana', 'sejuk', 'parkiran', 'aman', 'bersih', 'pagipagi', 'bisa', 'makan', 'nasi', 'megono', 'di', 'seberang', 'alunalun']","['suasana', 'sejuk', 'parkiran', 'aman', 'bersih', 'pagipagi', 'makan', 'nasi', 'megono', 'seberang', 'alunalun']",suasana sejuk parkir aman bersih pagipagi makan nasi megono seberang alunalun,8,Positif
6 bulan lalu,"- kota yang asri dengan cuaca sejuk dingin
- alun2 kota yang terawat kebersihan dan kenyamanannya
- yang sangat penting sekali, alun2 kota Wonosobo ini tidak jauh dari masjid …"," kota yang asri dengan cuaca sejuk dingin
 alun kota yang terawat kebersihan dan kenyamanannya
 yang sangat penting sekali alun kota Wonosobo ini tidak jauh dari masjid "," kota yang asri dengan cuaca sejuk dingin
 alun kota yang terawat kebersihan dan kenyamanannya
 yang sangat penting sekali alun kota wonosobo ini tidak jauh dari masjid ",kota yang asri dengan cuaca sejuk dingin alun kota yang terawat kebersihan dan kenyamanannya yang sangat penting sekali alun kota wonosobo ini tidak jauh dari masjid,"['kota', 'yang', 'asri', 'dengan', 'cuaca', 'sejuk', 'dingin', 'alun', 'kota', 'yang', 'terawat', 'kebersihan', 'dan', 'kenyamanannya', 'yang', 'sangat', 'penting', 'sekali', 'alun', 'kota', 'wonosobo', 'ini', 'tidak', 'jauh', 'dari', 'masjid']","['kota', 'asri', 'cuaca', 'sejuk', 'dingin', 'alun', 'kota', 'terawat', 'kebersihan', 'kenyamanannya', 'alun', 'kota', 'wonosobo', 'masjid']",kota asri cuaca sejuk dingin alun kota awat bersih nyaman alun kota wonosobo masjid,20,Positif
setahun lalu,"Akun-akun merupakan pusat kegiatan orang Wonosobo. Letaknya didepan Pendopo Kabupaten.
Bagian kanan dan kiri ada bangunan Paseban, pada jaman dulu. Digunakan sebagai ruang tunggu. Jika ada warga yang mau menghadap Bupati.","Akunakun merupakan pusat kegiatan orang Wonosobo Letaknya didepan Pendopo Kabupaten
Bagian kanan dan kiri ada bangunan Paseban pada jaman dulu Digunakan sebagai ruang tunggu Jika ada warga yang mau menghadap Bupati","akunakun merupakan pusat kegiatan orang wonosobo letaknya didepan pendopo kabupaten
bagian kanan dan kiri ada bangunan paseban pada jaman dulu digunakan sebagai ruang tunggu jika ada warga yang mau menghadap bupati",akunakun merupakan pusat kegiatan orang wonosobo letaknya didepan pendopo kabupaten bagian kanan dan kiri ada bangunan paseban pada jaman dulu digunakan sebagai ruang tunggu jika ada warga yang mau menghadap bupati,"['akunakun', 'merupakan', 'pusat', 'kegiatan', 'orang', 'wonosobo', 'letaknya', 'didepan', 'pendopo', 'kabupaten', 'bagian', 'kanan', 'dan', 'kiri', 'ada', 'bangunan', 'paseban', 'pada', 'jaman', 'dulu', 'digunakan', 'sebagai', 'ruang', 'tunggu', 'jika', 'ada', 'warga', 'yang', 'mau', 'menghadap', 'bupati']","['akunakun', 'pusat', 'kegiatan', 'orang', 'wonosobo', 'letaknya', 'didepan', 'pendopo', 'kabupaten', 'kanan', 'kiri', 'bangunan', 'paseban', 'jaman', 'ruang', 'tunggu', 'warga', 'menghadap', 'bupati']",akunakun pusat giat orang wonosobo letak depan pendopo kabupaten kanan kiri bangun paseban jaman ruang tunggu warga hadap bupati,-4,Negatif
5 bulan lalu,"Tempatnya asri, betah untuk nongkrong",Tempatnya asri betah untuk nongkrong,tempatnya asri betah untuk nongkrong,tempatnya asri betah untuk nongkrong,"['tempatnya', 'asri', 'betah', 'untuk', 'nongkrong']","['tempatnya', 'asri', 'betah', 'nongkrong']",tempat asri betah nongkrong,1,Positif
setahun lalu,"Alun-alun pusat kegiatan masyarakat Wonosobo
Tempatnya bersih tertata dengan rapi banyak fasilitas penunjang kegiatan masyarakat","Alunalun pusat kegiatan masyarakat Wonosobo
Tempatnya bersih tertata dengan rapi banyak fasilitas penunjang kegiatan masyarakat","alunalun pusat kegiatan masyarakat wonosobo
tempatnya bersih tertata dengan rapi banyak fasilitas penunjang kegiatan masyarakat",alunalun pusat kegiatan masyarakat wonosobo tempatnya bersih tertata dengan rapi banyak fasilitas penunjang kegiatan masyarakat,"['alunalun', 'pusat', 'kegiatan', 'masyarakat', 'wonosobo', 'tempatnya', 'bersih', 'tertata', 'dengan', 'rapi', 'banyak', 'fasilitas', 'penunjang', 'kegiatan', 'masyarakat']","['alunalun', 'pusat', 'kegiatan', 'masyarakat', 'wonosobo', 'tempatnya', 'bersih', 'tertata', 'rapi', 'fasilitas', 'penunjang', 'kegiatan', 'masyarakat']",alunalun pusat giat masyarakat wonosobo tempat bersih tata rapi fasilitas tunjang giat masyarakat,14,Positif
3 tahun lalu,"Karena letak kotanya di ketinggian dan di kaki ⛰️Gunung Sindoro menjadikan hawa di alun-alun Wonosobo agak dingin❄🍃, kadang juga diselimuti oleh kabut  ☁☁, banyak🌳🌳 pohon beringin besar di sini, 🌾🌾taman rumputnya lumayan luas wat bermain anak 2, , nggak nyesel kalo dateng ke sini ✌ …",Karena letak kotanya di ketinggian dan di kaki Gunung Sindoro menjadikan hawa di alunalun Wonosobo agak dingin kadang juga diselimuti oleh kabut   banyak pohon beringin besar di sini taman rumputnya lumayan luas wat bermain anak   nggak nyesel kalo dateng ke sini  ,karena letak kotanya di ketinggian dan di kaki gunung sindoro menjadikan hawa di alunalun wonosobo agak dingin kadang juga diselimuti oleh kabut   banyak pohon beringin besar di sini taman rumputnya lumayan luas wat bermain anak   nggak nyesel kalo dateng ke sini  ,karena letak kotanya di ketinggian dan di kaki gunung sindoro menjadikan hawa di alunalun wonosobo agak dingin kadang juga diselimuti oleh kabut banyak pohon beringin besar di sini taman rumputnya lumayan luas wat bermain anak tidak menyesal kalau datang ke sini,"['karena', 'letak', 'kotanya', 'di', 'ketinggian', 'dan', 'di', 'kaki', 'gunung', 'sindoro', 'menjadikan', 'hawa', 'di', 'alunalun', 'wonosobo', 'agak', 'dingin', 'kadang', 'juga', 'diselimuti', 'oleh', 'kabut', 'banyak', 'pohon', 'beringin', 'besar', 'di', 'sini', 'taman', 'rumputnya', 'lumayan', 'luas', 'wat', 'bermain', 'anak', 'tidak', 'menyesal', 'kalau', 'datang', 'ke', 'sini']","['letak', 'kotanya', 'ketinggian', 'kaki', 'gunung', 'sindoro', 'menjadikan', 'hawa', 'alunalun', 'wonosobo', 'dingin', 'kadang', 'diselimuti', 'kabut', 'pohon', 'beringin', 'taman', 'rumputnya', 'lumayan', 'luas', 'wat', 'bermain', 'anak', 'menyesal']",letak kota tinggi kaki gunung sindoro jadi hawa alunalun wonosobo dingin kadang limut kabut pohon beringin taman rumput lumayan luas wat main anak sesal,12,Positif
sebulan lalu,Banyak yang jualan makanan tapi sayang sampai alun alun pas hujan .,Banyak yang jualan makanan tapi sayang sampai alun alun pas hujan ,banyak yang jualan makanan tapi sayang sampai alun alun pas hujan ,banyak yang jualan makanan tapi sayang sampai alun alun pas hujan,"['banyak', 'yang', 'jualan', 'makanan', 'tapi', 'sayang', 'sampai', 'alun', 'alun', 'pas', 'hujan']","['jualan', 'makanan', 'sayang', 'alun', 'alun', 'pas', 'hujan']",jual makan sayang alun alun pas hujan,9,Positif
